trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,0,-120.81007757607829,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-100.05989568717048,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.970299}",20,0,-99.88265126869952,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",30,0,-149.9113478912569,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",25,0,-124.81948305190059,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-59.797025415562416,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-147.3794340459211,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9227446944279201}",25,0,-125.09274204543732,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836408}",25,0,-45.22643618795687,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-86.9070928782636,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587164}",30,0,-100.21567084313092,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161292}",25,9,-63.881481730162434,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,0,-63.54737171210364,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,5,-12.693511871921372,"{0: 10, 1: 5, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.8600583546412884}",35,0,-204.30155798469707,"{0: 23, 1: 3, 2: 4, 3: 1, 4: 4}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-81.71715593141471,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",25,0,-134.33923460648586,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",25,0,-84.57358740466731,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",30,17,-58.2050260093048,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,11,-49.03351476798737,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,0,-38.787788743979846,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-52.6197937713866,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,0,-53.60410367487857,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,0,-156.64490373240542,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,6,-38.77732606772816,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-124.56806577462027,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",30,0,-85.23673356145207,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",20,5,-25.00086157251911,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-118.21900611716502,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",25,0,-115.63675948331627,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",25,0,-163.87079857779355,"{0: 12, 1: 3, 2: 6, 3: 3, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.7249803359578535}",25,0,-33.35568709308257,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",25,1,-24.979908888886293,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 1}",1
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,5,-105.10884576174863,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-78.5442564357283,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-45.17565294652183,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690778}",25,0,-31.597502209582373,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",25,0,-2.2947772139829428,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,0,-43.900359084119636,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",35,0,-76.91089915111996,"{0: 28, 1: 3, 2: 2, 3: 0, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,17,13.675839157752876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",30,0,-125.21858637886945,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,0,-59.365997223960775,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,2,-60.616479017208235,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",30,0,-51.09461995589099,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,1,-54.25097295675612,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.6235253948912}",25,0,-17.59756146329584,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,-11.333652013705121,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",30,0,-65.96838280887395,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",25,4,-16.708483367987878,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.598956006466161}",25,0,-87.30557574870151,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-77.79007202592172,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",25,0,-83.7634999581472,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,0,-49.50915898883216,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",30,0,-103.09737852963532,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",25,0,-61.78990303556457,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",30,0,-43.5802170301114,"{0: 22, 1: 5, 2: 1, 3: 2, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",25,8,-81.23780965096253,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",20,1,-0.14190657019833974,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",30,12,-100.41497242231243,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,6,0.5181607279269598,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,0,-20.29483741469707,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,0,-27.198433061129514,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.525596487525562}",30,0,-66.60645369388448,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-10.081091852253115,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,0,-23.307162955217695,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,3,-56.31356580034037,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,0,-41.338012405525866,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,8.50217203268599,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,2,-20.48212744547222,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,4,-38.49544019519723,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-54.0610059957382,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,6,3.8471412085082193,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",25,0,-3.659906416223617,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",25,0,-30.44055968194979,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",30,10,-27.5884948466701,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",20,0,-96.15638760155925,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",30,23,12.700837656399012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",25,2,-24.682748971158603,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",20,0,22.58584160306847,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",20,0,-60.82557724458153,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",20,0,10.563453689885163,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",20,11,1.5727423571564447,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,12,-41.46269090249584,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",25,7,17.727428067528127,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.421334222154768}",25,17,3.9127254627455006,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",35,0,-75.9606025522146,"{0: 30, 1: 1, 2: 1, 3: 1, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",20,0,-96.15758957142329,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",30,17,-1.2646517846545078,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",30,15,29.676502511786627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",20,4,-49.37075109372274,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",30,18,-14.521807456905375,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",25,14,17.203006136221916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",30,0,8.391973193985894,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,6,-44.39313906200094,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",30,10,-48.00211283675963,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",20,8,-0.23476001937061897,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,12,15.336575482045696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",25,10,14.588777933053978,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",35,21,-6.403480819073801,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,0,-36.64827701608955,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",25,8,-14.061043003330855,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.355160814705073}",30,3,-43.14268985020739,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",25,0,-79.89686055637178,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.348093114492442}",25,16,-2.401701781688671,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,12,-48.98531138252861,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",35,18,-33.86186582167108,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",30,8,-50.27068813638863,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",30,0,-33.79677944326119,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",25,14,20.78476887988429,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,4,-8.300528323677966,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,9,-12.632232419705788,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,6,-32.35493523577364,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,17,12.018961338331255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,6,-0.02413453523732434,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,13,13.590171763116865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,16,-6.3983457257015,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,1,-22.08214666001245,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,15,-5.485187807433893,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",30,0,17.501487396728486,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.296386587399208}",20,3,-8.907588218516597,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",30,9,11.104130201261746,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,3,-47.532197150095996,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",30,18,24.939698413157654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,6,-18.85366885295315,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",25,10,-3.551124643623316,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",25,13,-0.21597053028772528,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,2,26.71934099614221,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,12,3.1137635778743604,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,0,-11.76917861821648,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,3.3814387917734328,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",20,11,-2.220700539915078,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,12,-32.505273621028564,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,0,8.080173009391581,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",25,3,-7.346654818173914,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",20,0,-55.71819343072756,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",30,13,-21.22072157196456,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",20,14,11.243425445305862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,14,1.5341621228882691,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",25,12,-3.9066156020967053,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",30,7,-41.07455866584314,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,16,5.753116998114741,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",25,0,-6.8939584602005555,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",20,2,19.92105486654225,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",30,14,-9.226443292823426,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",25,0,-14.504125127574174,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,5,-1.692403093294799,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,0,-15.98332620971679,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",25,11,0.6405192178367316,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",25,0,6.389726234448518,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",30,21,16.912950337194786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",20,8,21.756717601858405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",30,0,-4.173378583441132,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,15,11.259799161366235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",25,6,15.88997031508906,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",30,11,15.347071226738313,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",30,18,18.74035505381516,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623946}",30,18,-18.31434899967435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",35,14,25.76662394472403,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748933}",25,19,10.986958790642763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,4,3.553307766744175,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",25,15,21.176881890955073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,12,14.798865758961856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",25,15,5.279505575266136,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",25,14,24.81949795565633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",20,0,29.237373728420877,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",25,20,10.436662761632167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",25,14,22.199607764787412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",20,14,9.042367176228247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,15,12.103398761438799,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",20,4,-36.987062599517934,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",20,16,7.439131722506775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",20,6,3.7421892823286997,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626404}",25,0,-16.193682331394363,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,11,-26.5392444317481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",35,0,31.822018397141363,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",25,14,12.316460171317605,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",25,5,-7.25098131066996,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",25,19,12.88456391239269,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",20,9,9.249492753348015,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,5,25.383583967552312,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",20,0,29.33109780724626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",25,11,27.634835577142926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",25,13,-15.097900467787383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
